DataRotation: 41 0 8
RootCenter: 400.9 120.3 -306
DataDimension: 689 393 200
Id X Y Z T Precursors Lineage CellFile Layer DivType
164 527.852 106.87 139 178 "{2233,3,14,160}" 2233 -1 3 -
164 572.933 107.543 139 287 "{2233,3,14,160}" 2233 -1 3 0
165 529.871 117.635 131 178 "{2233,3,14,160}" 2233 -1 2 -
165 524.488 118.308 127 257 "{2233,3,14,160}" 2233 -1 2 0
166 445.764 137.821 137 102 "{5566,6,17}" 5566 0 3 -
166 457.875 129.747 140 166 "{5566,6,17}" 5566 0 3 0
167 447.11 145.895 132 102 "{5566,6,17}" 5566 0 2 -
167 450.474 143.877 131 154 "{5566,6,17}" 5566 0 2 0
168 464.604 130.42 140 167 "{5566,6,17,166}" 5566 0 3 -
168 507.667 131.093 142 231 "{5566,6,17,166}" 5566 0 3 0
169 450.474 130.42 140 167 "{5566,6,17,166}" 5566 0 3 -
169 432.307 139.84 138 232 "{5566,6,17,166}" 5566 0 3 1
170 434.999 146.568 134 233 "{5566,6,17,166,169}" 5566 0 6 -
170 434.326 143.877 133 290 "{5566,6,17,166,169}" 5566 0 6 0
171 428.27 135.802 143 233 "{5566,6,17,166,169}" 5566 0 7 -
171 431.634 135.13 140 296 "{5566,6,17,166,169}" 5566 0 7 0
172 493.537 130.42 142 232 "{5566,6,17,166,168}" 5566 0 3 -
172 484.79 131.765 143 300 "{5566,6,17,166,168}" 5566 0 3 -
173 513.722 130.42 142 232 "{5566,6,17,166,168}" 5566 0 3 -
173 560.822 137.821 136 300 "{5566,6,17,166,168}" 5566 0 3 -
174 445.764 145.895 131 155 "{5566,6,17,167}" 5566 0 2 -
174 438.363 155.315 124 219 "{5566,6,17,167}" 5566 0 2 1
175 460.567 143.204 131 155 "{5566,6,17,167}" 5566 0 2 -
175 480.752 147.241 133 227 "{5566,6,17,167}" 5566 0 2 1
177 437.017 165.408 120 220 "{5566,6,17,167,174}" 5566 0 4 -
177 446.437 169.445 116 279 "{5566,6,17,167,174}" 5566 0 4 2
178 432.98 150.605 130 220 "{5566,6,17,167,174}" 5566 0 5 -
178 447.783 158.679 120 300 "{5566,6,17,167,174}" 5566 0 5 -
179 478.061 138.494 137 228 "{5566,6,17,167,175}" 5566 0 5 -
179 482.098 147.914 129 300 "{5566,6,17,167,175}" 5566 0 5 -
180 480.08 152.624 131 228 "{5566,6,17,167,175}" 5566 0 4 -
180 498.919 158.679 123 293 "{5566,6,17,167,175}" 5566 0 4 0
181 602.539 104.851 133 1 {} 181 -2 1 -
181 585.044 83.3201 133 72 {} 181 -2 1 0
182 601.193 79.283 133 73 {181} 181 -2 1 -
182 661.75 71.2087 141 300 {181} 181 -2 1 -
183 568.896 85.3386 133 73 {181} 181 -2 1 -
183 488.154 90.0486 126 192 {181} 181 -2 1 1
