DataRotation: 92 0 16
RootCenter: 315.6 117.3 -130.8
DataDimension: 682 406 130
Id X Y Z T Precursors Lineage CellFile Layer DivType
204 559.786 65.4995 69 350 {5} 5 0 0 -
205 319.354 143.423 40 38 {2} 2 -2 0 -
205 367.974 128.105 41 96 {2} 2 -2 0 0
206 303.37 150.75 40 38 {2} 2 -2 0 -
206 266.073 160.074 45 105 {2} 2 -2 0 0
207 275.397 156.744 45 106 "{2,206}" 2 -2 0 -
207 287.386 148.751 48 178 "{2,206}" 2 -2 0 1
208 257.415 162.738 45 106 "{2,206}" 2 -2 0 -
208 234.104 165.402 49 175 "{2,206}" 2 -2 0 1
209 234.771 158.742 49 176 "{2,206,208}" 2 -2 2 -
209 219.452 170.73 54 325 "{2,206,208}" 2 -2 2 0
210 232.772 171.396 49 176 "{2,206,208}" 2 -2 1 -
210 238.767 185.382 48 284 "{2,206,208}" 2 -2 1 0
211 247.425 188.712 50 285 "{2,206,208,210}" 2 -2 1 -
211 253.419 188.046 47 350 "{2,206,208,210}" 2 -2 1 -
212 226.112 184.05 46 285 "{2,206,208,210}" 2 -2 1 -
212 209.462 191.376 47 350 "{2,206,208,210}" 2 -2 1 -
213 228.776 168.066 54 326 "{2,206,208,209}" 2 -2 2 -
213 238.101 164.736 56 350 "{2,206,208,209}" 2 -2 2 -
214 208.796 172.062 54 326 "{2,206,208,209}" 2 -2 2 -
214 170.833 180.054 51 350 "{2,206,208,209}" 2 -2 2 -
215 284.722 142.757 50 179 "{2,206,207}" 2 -2 2 -
215 281.392 153.414 54 310 "{2,206,207}" 2 -2 2 1
216 288.052 155.412 45 179 "{2,206,207}" 2 -2 1 -
216 293.38 174.06 49 253 "{2,206,207}" 2 -2 1 1
217 293.38 180.054 45 254 "{2,206,207,216}" 2 -2 3 -
217 288.718 171.396 44 330 "{2,206,207,216}" 2 -2 3 2
218 294.046 172.062 55 254 "{2,206,207,216}" 2 -2 4 -
218 290.716 177.39 50 350 "{2,206,207,216}" 2 -2 4 -
219 286.054 166.068 42 331 "{2,206,207,216,217}" 2 -2 3 -
219 282.058 162.072 40 350 "{2,206,207,216,217}" 2 -2 3 -
220 291.382 181.386 42 331 "{2,206,207,216,217}" 2 -2 3 -
220 294.046 185.382 40 350 "{2,206,207,216,217}" 2 -2 3 -
221 284.722 156.078 52 311 "{2,206,207,215}" 2 -2 5 -
221 278.728 162.738 52 350 "{2,206,207,215}" 2 -2 5 -
222 280.726 150.083 57 311 "{2,206,207,215}" 2 -2 6 -
222 276.729 146.753 54 350 "{2,206,207,215}" 2 -2 6 -
223 377.964 125.441 41 97 "{2,205}" 2 -2 0 -
223 389.286 124.109 43 199 "{2,205}" 2 -2 0 1
224 355.319 133.433 41 97 "{2,205}" 2 -2 0 -
224 333.341 141.425 43 170 "{2,205}" 2 -2 0 1
225 336.005 146.087 40 171 "{2,205,224}" 2 -2 1 -
225 336.005 162.072 46 261 "{2,205,224}" 2 -2 1 2
226 330.011 134.099 45 171 "{2,205,224}" 2 -2 2 -
226 333.341 142.091 55 285 "{2,205,224}" 2 -2 2 1
227 337.337 149.417 52 286 "{2,205,224,226}" 2 -2 5 -
227 332.009 148.751 50 350 "{2,205,224,226}" 2 -2 5 -
228 331.343 134.765 56 286 "{2,205,224,226}" 2 -2 6 -
228 327.347 130.769 53 350 "{2,205,224,226}" 2 -2 6 -
229 338.003 170.73 43 262 "{2,205,224,225}" 2 -2 1 -
229 336.671 177.39 39 350 "{2,205,224,225}" 2 -2 1 -
230 334.673 152.748 49 262 "{2,205,224,225}" 2 -2 1 -
230 332.675 156.078 42 338 "{2,205,224,225}" 2 -2 1 2
231 332.009 153.414 37 339 "{2,205,224,225,230}" 2 -2 1 -
231 327.347 148.751 40 350 "{2,205,224,225,230}" 2 -2 1 -
232 334.007 163.404 49 339 "{2,205,224,225,230}" 2 -2 1 -
232 334.673 165.402 47 350 "{2,205,224,225,230}" 2 -2 1 -
234 391.95 127.439 39 200 "{2,205,223}" 2 -2 1 -
234 399.276 137.429 45 296 "{2,205,223}" 2 -2 1 0
235 385.29 116.117 44 200 "{2,205,223}" 2 -2 2 -
235 407.935 114.119 51 318 "{2,205,223}" 2 -2 2 0
236 417.925 110.123 51 319 "{2,205,223,235}" 2 -2 2 -
236 462.548 90.8081 50 350 "{2,205,223,235}" 2 -2 2 -
237 402.606 118.115 51 319 "{2,205,223,235}" 2 -2 2 -
237 377.298 129.437 52 350 "{2,205,223,235}" 2 -2 2 -
238 406.603 133.433 45 297 "{2,205,223,234}" 2 -2 1 -
238 432.577 118.781 41 350 "{2,205,223,234}" 2 -2 1 -
239 393.948 141.425 45 297 "{2,205,223,234}" 2 -2 1 -
239 375.3 151.416 45 350 "{2,205,223,234}" 2 -2 1 -
240 435.241 83.4819 32 107 {1} 1 -3 0 -
240 486.524 68.8296 38 350 {1} 1 -3 0 -
241 415.261 94.8042 32 107 {1} 1 -3 0 -
241 366.642 113.453 39 323 {1} 1 -3 0 1
242 367.308 122.777 36 324 "{1,241}" 1 -3 1 -
242 352.655 127.439 36 350 "{1,241}" 1 -3 1 -
243 376.632 106.126 40 324 "{1,241}" 1 -3 2 -
243 373.968 108.125 42 350 "{1,241}" 1 -3 2 -
244 31.6357 194.041 35 1 {} 244 -3 0 -
244 98.2373 182.052 39 85 {} 244 -3 0 0
245 108.894 180.72 39 86 {244} 244 -3 0 -
245 246.093 151.416 41 291 {244} 244 -3 0 0
246 90.9111 184.716 39 86 {244} 244 -3 0 -
246 4.3291 200.035 47 350 {244} 244 -3 0 -
247 258.081 149.417 41 292 "{244,245}" 244 -3 0 -
247 279.394 138.095 38 350 "{244,245}" 244 -3 0 -
248 236.103 153.414 41 292 "{244,245}" 244 -3 0 -
248 192.812 157.41 44 350 "{244,245}" 244 -3 0 -
249 253.419 169.398 72 49 {8} 8 1 0 -
249 218.12 173.394 80 110 {8} 8 1 0 0
250 288.052 160.74 72 49 {8} 8 1 0 -
250 337.337 138.761 78 108 {8} 8 1 0 0
251 347.327 134.099 78 109 "{8,250}" 8 1 0 -
251 357.317 129.437 85 174 "{8,250}" 8 1 0 1
252 324.683 144.089 78 109 "{8,250}" 8 1 0 -
252 299.374 151.416 86 169 "{8,250}" 8 1 0 1
253 297.376 142.091 83 170 "{8,250,252}" 8 1 2 -
253 295.378 150.083 86 248 "{8,250,252}" 8 1 2 0
254 302.038 156.078 87 170 "{8,250,252}" 8 1 1 -
254 308.032 156.744 94 227 "{8,250,252}" 8 1 1 2
255 304.702 146.087 86 249 "{8,250,252,253}" 8 1 2 -
255 306.034 146.087 88 315 "{8,250,252,253}" 8 1 2 1
256 288.718 154.746 86 249 "{8,250,252,253}" 8 1 2 -
256 274.731 156.078 88 328 "{8,250,252,253}" 8 1 2 1
257 274.731 152.082 86 329 "{8,250,252,253,256}" 8 1 6 -
257 273.399 148.751 83 350 "{8,250,252,253,256}" 8 1 6 -
258 276.729 164.07 89 329 "{8,250,252,253,256}" 8 1 5 -
258 280.726 162.738 90 350 "{8,250,252,253,256}" 8 1 5 -
259 307.366 149.417 93 316 "{8,250,252,253,255}" 8 1 5 -
259 310.03 156.078 88 350 "{8,250,252,253,255}" 8 1 5 -
260 304.702 141.425 84 316 "{8,250,252,253,255}" 8 1 6 -
260 305.368 140.759 82 350 "{8,250,252,253,255}" 8 1 6 -
261 357.317 118.781 82 175 "{8,250,251}" 8 1 2 -
261 353.987 131.435 84 287 "{8,250,251}" 8 1 2 0
262 357.317 134.765 88 175 "{8,250,251}" 8 1 1 -
262 366.642 154.746 93 315 "{8,250,251}" 8 1 1 1
267 495.183 70.8276 69 96 {7} 7 1 0 -
267 532.479 62.1694 77 350 {7} 7 1 0 -
268 462.548 86.812 69 96 {7} 7 1 0 -
268 429.913 111.455 87 329 {7} 7 1 0 1
269 429.913 102.13 85 330 "{7,268}" 7 1 2 -
269 426.583 97.4683 81 350 "{7,268}" 7 1 2 -
270 433.909 117.449 90 330 "{7,268}" 7 1 1 -
270 431.911 118.781 92 350 "{7,268}" 7 1 1 -
271 361.979 127.439 84 288 "{8,250,251,261}" 8 1 2 -
271 373.968 126.773 85 350 "{8,250,251,261}" 8 1 2 -
272 347.327 136.097 84 288 "{8,250,251,261}" 8 1 2 -
272 341.999 132.767 87 350 "{8,250,251,261}" 8 1 2 -
273 231.44 169.398 80 111 "{8,249}" 8 1 0 -
273 244.095 162.072 91 211 "{8,249}" 8 1 0 1
274 204.134 180.72 80 111 "{8,249}" 8 1 0 -
274 150.853 194.041 91 317 "{8,249}" 8 1 0 0
275 160.843 193.375 91 318 "{8,249,274}" 8 1 0 -
275 194.81 200.701 93 350 "{8,249,274}" 8 1 0 -
276 140.862 198.037 91 318 "{8,249,274}" 8 1 0 -
276 88.9131 212.689 88 350 "{8,249,274}" 8 1 0 -
277 250.089 171.396 87 212 "{8,249,273}" 8 1 1 -
277 248.091 179.388 95 301 "{8,249,273}" 8 1 1 1
278 236.103 162.738 87 212 "{8,249,273}" 8 1 2 -
278 232.106 164.736 91 350 "{8,249,273}" 8 1 2 -
279 248.757 173.394 92 302 "{8,249,273,277}" 8 1 4 -
279 247.425 176.058 92 350 "{8,249,273,277}" 8 1 4 -
280 248.091 187.38 96 302 "{8,249,273,277}" 8 1 3 -
280 239.433 190.044 98 350 "{8,249,273,277}" 8 1 3 -
281 303.37 152.082 94 228 "{8,250,252,254}" 8 1 1 -
281 300.706 154.746 101 325 "{8,250,252,254}" 8 1 1 2
282 316.024 164.736 97 228 "{8,250,252,254}" 8 1 1 -
282 312.028 174.726 95 291 "{8,250,252,254}" 8 1 1 1
283 312.694 167.4 92 292 "{8,250,252,254,282}" 8 1 4 -
283 307.366 173.394 94 350 "{8,250,252,254,282}" 8 1 4 -
284 309.364 180.054 98 292 "{8,250,252,254,282}" 8 1 3 -
284 306.7 184.716 102 350 "{8,250,252,254,282}" 8 1 3 -
285 298.708 149.417 99 326 "{8,250,252,254,281}" 8 1 1 -
285 298.042 149.417 101 350 "{8,250,252,254,281}" 8 1 1 -
286 302.038 162.738 102 326 "{8,250,252,254,281}" 8 1 1 -
286 300.706 162.738 106 350 "{8,250,252,254,281}" 8 1 1 -
287 362.646 149.417 91 316 "{8,250,251,262}" 8 1 4 -
287 365.976 148.751 89 350 "{8,250,251,262}" 8 1 4 -
288 368.64 158.742 98 316 "{8,250,251,262}" 8 1 3 -
288 362.646 162.072 99 350 "{8,250,251,262}" 8 1 3 -
289 306.7 178.722 84 240 "{6,10,11,81,82}" 6 0 4 -
289 306.7 201.367 88 350 "{6,10,11,81,82}" 6 0 4 -
290 309.364 196.705 88 240 "{6,10,11,81,82}" 6 0 3 -
290 307.366 210.691 94 306 "{6,10,11,81,82}" 6 0 3 2
291 310.03 219.349 92 307 "{6,10,11,81,82,290}" 6 0 3 -
291 314.026 228.007 93 350 "{6,10,11,81,82,290}" 6 0 3 -
292 304.036 203.365 96 307 "{6,10,11,81,82,290}" 6 0 3 -
292 307.366 208.693 99 350 "{6,10,11,81,82,290}" 6 0 3 -
